Entity,Code,Year,Solar (TWh – sub method)
Austria,AUT,1996,0.0027777800000000005
Austria,AUT,1997,0.005555560000000001
Austria,AUT,1998,0.005555560000000001
Austria,AUT,1999,0.005555560000000001
Austria,AUT,2000,0.00833334
Austria,AUT,2001,0.0137987054834
Austria,AUT,2002,0.024677436408600005
Austria,AUT,2003,0.04086531047
Austria,AUT,2004,0.04872615009200001
Austria,AUT,2005,0.05653671189600001
Austria,AUT,2006,0.059839214538
Austria,AUT,2007,0.06438310706200001
Austria,AUT,2008,0.079509230274
Austria,AUT,2009,0.12832454710400001
Austria,AUT,2010,0.23156824081000002
Austria,AUT,2011,0.45109619421
Austria,AUT,2012,0.8692751398640001
Austria,AUT,2013,1.602645448782
Austria,AUT,2014,1.99838215426
Austria,AUT,2015,2.3706366187300003
Austria,AUT,2016,2.756255538336
Austria,AUT,2017,3.172430037942
Austria,AUT,2018,3.5730870251340003
Austria,AUT,2019,3.3467971218800003
Azerbaijan,AZE,1985,0
Azerbaijan,AZE,1986,0
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,0
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0
Azerbaijan,AZE,2010,0
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.0020481933052199997
Azerbaijan,AZE,2014,0.0073802559042
Azerbaijan,AZE,2015,0.0116369259762
Azerbaijan,AZE,2016,0.08877229324000001
Azerbaijan,AZE,2017,0.09300007440000001
Azerbaijan,AZE,2018,0.097576189172
Azerbaijan,AZE,2019,0.10845842010000001
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0.000274193830466
Bangladesh,BGD,2003,0.00245192418376
Bangladesh,BGD,2004,0.0051433096702
Bangladesh,BGD,2005,0.0091455906498
Bangladesh,BGD,2006,0.0144339837694
Bangladesh,BGD,2007,0.023906269125
Bangladesh,BGD,2008,0.040124198766
Bangladesh,BGD,2009,0.065848941568
Bangladesh,BGD,2010,0.11550620351600001
Bangladesh,BGD,2011,0.15134150996200002
Bangladesh,BGD,2012,0.23413657619800002
Bangladesh,BGD,2013,0.33171276537000005
Bangladesh,BGD,2014,0.42486533989200004
Bangladesh,BGD,2015,0.5018773459460001
Bangladesh,BGD,2016,0.534738483346
Bangladesh,BGD,2017,0.6857805486240001
Bangladesh,BGD,2018,0.7401755921400001
Bangladesh,BGD,2019,1.041590833272
Belarus,BLR,1985,0
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0
Belarus,BLR,2005,0
Belarus,BLR,2006,0
Belarus,BLR,2007,0
Belarus,BLR,2008,0
Belarus,BLR,2009,0
Belarus,BLR,2010,0
Belarus,BLR,2011,0
Belarus,BLR,2012,0
Belarus,BLR,2013,0.0010240980415000002
Belarus,BLR,2014,0.0050898374052
Belarus,BLR,2015,0.0227678793254
Belarus,BLR,2016,0.06538477453000001
Belarus,BLR,2017,0.222500178
Belarus,BLR,2018,0.293274956842
Belarus,BLR,2019,0.296549126128
Belgium,BEL,1965,0
Belgium,BEL,1966,0
Belgium,BEL,1967,0
Belgium,BEL,1968,0
Belgium,BEL,1969,0
Belgium,BEL,1970,0
Belgium,BEL,1971,0
Belgium,BEL,1972,0
Belgium,BEL,1973,0
Belgium,BEL,1974,0
Belgium,BEL,1975,0
Belgium,BEL,1976,0
Belgium,BEL,1977,0
Belgium,BEL,1978,0
Belgium,BEL,1979,0
Belgium,BEL,1980,0
Belgium,BEL,1981,0
Belgium,BEL,1982,0
Belgium,BEL,1983,0
Belgium,BEL,1984,0
Belgium,BEL,1985,0
Belgium,BEL,1986,0
Belgium,BEL,1987,0
Belgium,BEL,1988,0
Belgium,BEL,1989,0
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0.0027070077211599998
Belgium,BEL,2005,0.00268987437412
Belgium,BEL,2006,0.0053459209434
Belgium,BEL,2007,0.01593751275
Belgium,BEL,2008,0.11086953314
Belgium,BEL,2009,0.435494237284
Belgium,BEL,2010,1.4601239458759998
Belgium,BEL,2011,3.0294232568700004
Belgium,BEL,2012,5.532731648404001
Belgium,BEL,2013,6.769282637643999
Belgium,BEL,2014,7.345125598318001
Belgium,BEL,2015,7.731464518500001
Belgium,BEL,2016,7.783541782384
Belgium,BEL,2017,8.2682566146
Belgium,BEL,2018,9.697463869076001
Belgium,BEL,2019,9.772745873746002
Brazil,BRA,1965,0
Brazil,BRA,1966,0
Brazil,BRA,1967,0
Brazil,BRA,1968,0
Brazil,BRA,1969,0
Brazil,BRA,1970,0
Brazil,BRA,1971,0
Brazil,BRA,1972,0
Brazil,BRA,1973,0
Brazil,BRA,1974,0
Brazil,BRA,1975,0
Brazil,BRA,1976,0
Brazil,BRA,1977,0
Brazil,BRA,1978,0
Brazil,BRA,1979,0
Brazil,BRA,1980,0
Brazil,BRA,1981,0
Brazil,BRA,1982,0
Brazil,BRA,1983,0
Brazil,BRA,1984,0
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0
Brazil,BRA,1997,0
Brazil,BRA,1998,0
Brazil,BRA,1999,0
Brazil,BRA,2000,0
Brazil,BRA,2001,0
Brazil,BRA,2002,0
Brazil,BRA,2003,0
Brazil,BRA,2004,0
Brazil,BRA,2005,0
Brazil,BRA,2006,0
Brazil,BRA,2007,0
Brazil,BRA,2008,0
Brazil,BRA,2009,0
Brazil,BRA,2010,0
Brazil,BRA,2011,0
Brazil,BRA,2012,0.0025242436860600003
Brazil,BRA,2013,0.0122727598182
Brazil,BRA,2014,0.040926699408000006
Brazil,BRA,2015,0.149047063682
Brazil,BRA,2016,0.21441294930800003
Brazil,BRA,2017,2.0795352747380003
Brazil,BRA,2018,8.602988271274
Brazil,BRA,2019,13.774486852914
Bulgaria,BGR,1965,0
Bulgaria,BGR,1966,0
Bulgaria,BGR,1967,0
Bulgaria,BGR,1968,0
Bulgaria,BGR,1969,0
Bulgaria,BGR,1970,0
Bulgaria,BGR,1971,0
Bulgaria,BGR,1972,0
Bulgaria,BGR,1973,0
Bulgaria,BGR,1974,0
Bulgaria,BGR,1975,0
Bulgaria,BGR,1976,0
Bulgaria,BGR,1977,0
Bulgaria,BGR,1978,0
Bulgaria,BGR,1979,0
Bulgaria,BGR,1980,0
Bulgaria,BGR,1981,0
Bulgaria,BGR,1982,0
Bulgaria,BGR,1983,0
Bulgaria,BGR,1984,0
Bulgaria,BGR,1985,0
Bulgaria,BGR,1986,0
Bulgaria,BGR,1987,0
Bulgaria,BGR,1988,0
Bulgaria,BGR,1989,0
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0
Bulgaria,BGR,2005,0
Bulgaria,BGR,2006,0
Bulgaria,BGR,2007,0
Bulgaria,BGR,2008,0
Bulgaria,BGR,2009,0.0078703674074
Bulgaria,BGR,2010,0.039110586844000005
Bulgaria,BGR,2011,0.261737987168
Bulgaria,BGR,2012,2.0966683440000002
Bulgaria,BGR,2013,3.484490843146
Bulgaria,BGR,2014,3.186230048982
Bulgaria,BGR,2015,3.498663632262
Bulgaria,BGR,2016,3.4855058439580007
Bulgaria,BGR,2017,3.5074153059300004
Bulgaria,BGR,2018,3.337309058734
Bulgaria,BGR,2019,4.53322723769
Canada,CAN,1965,0
Canada,CAN,1966,0
Canada,CAN,1967,0
Canada,CAN,1968,0
Canada,CAN,1969,0
Canada,CAN,1970,0
Canada,CAN,1971,0
Canada,CAN,1972,0
Canada,CAN,1973,0
Canada,CAN,1974,0
Canada,CAN,1975,0
Canada,CAN,1976,0
Canada,CAN,1977,0
Canada,CAN,1978,0
Canada,CAN,1979,0
Canada,CAN,1980,0
Canada,CAN,1981,0
Canada,CAN,1982,0
Canada,CAN,1983,0
Canada,CAN,1984,0
Canada,CAN,1985,0
Canada,CAN,1986,0
Canada,CAN,1987,0
Canada,CAN,1988,0
Canada,CAN,1989,0
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0.0057017545614
Canada,CAN,1993,0.0057017545614
Canada,CAN,1994,0.0057017545614
Canada,CAN,1995,0.010672536315800002
Canada,CAN,1996,0.0163742908772
Canada,CAN,1997,0.019298265438600002
Canada,CAN,1998,0.028070300234
Canada,CAN,1999,0.03684225169600001
Canada,CAN,2000,0.045614203158
Canada,CAN,2001,0.054032821004
Canada,CAN,2002,0.062343105430000004
Canada,CAN,2003,0.062086716336000006
Canada,CAN,2004,0.038610586444
Canada,CAN,2005,0.049691984198
Canada,CAN,2006,0.06063393739600001
Canada,CAN,2007,0.07689145040200002
Canada,CAN,2008,0.09239146280200002
Canada,CAN,2009,0.28674411828400004
Canada,CAN,2010,0.662791919122
Canada,CAN,2011,1.48128174058
Canada,CAN,2012,2.2692443153940003
Canada,CAN,2013,3.837292236498001
Canada,CAN,2014,5.394704871316001
Canada,CAN,2015,7.323666692262
Canada,CAN,2016,8.227697693264
Canada,CAN,2017,8.952027439394001
Canada,CAN,2018,9.579014052094001
Canada,CAN,2019,10.684152436204
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,0
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0.0008767618125200001
Chile,CHL,2013,0.017298430505400003
Chile,CHL,2014,1.16738426724
Chile,CHL,2015,3.440732752584
Chile,CHL,2016,6.413390130708001
Chile,CHL,2017,9.73987862523
Chile,CHL,2018,12.721977122018
Chile,CHL,2019,15.600736925024
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.005555560000000001
China,CHN,1991,0.005555560000000001
China,CHN,1992,0.00833334
China,CHN,1993,0.011111120000000002
China,CHN,1994,0.013888900000000001
China,CHN,1995,0.01944446
China,CHN,1996,0.025000020000000005
China,CHN,1997,0.030555580000000002
China,CHN,1998,0.03888892
China,CHN,1999,0.04722226
China,CHN,2000,0.061111160000000005
China,CHN,2001,0.085552012886
China,CHN,2002,0.131612883068
China,CHN,2003,0.174359028376
China,CHN,2004,0.205732664586
China,CHN,2005,0.22594962520400003
China,CHN,2006,0.253931036478
China,CHN,2007,0.30281274225
China,CHN,2008,0.40124254321600006
China,CHN,2009,0.7319450300000001
China,CHN,2010,1.827762295542
China,CHN,2011,6.7637248554200005
China,CHN,2012,9.25859351798
China,CHN,2013,21.439184373556
China,CHN,2014,59.836383146845996
China,CHN,2015,99.876521845598
China,CHN,2016,167.30415023210202
China,CHN,2017,294.50023560000005
China,CHN,2018,439.66409450877205
China,CHN,2019,554.177693064022
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0.0050972540778
Colombia,COL,2001,0.0073650614476000005
Colombia,COL,2002,0.0127534268694
Colombia,COL,2003,0.0174495417374
Colombia,COL,2004,0.021525378331400002
Colombia,COL,2005,0.0256378816214
Colombia,COL,2006,0
Colombia,COL,2007,0
Colombia,COL,2008,0
Colombia,COL,2009,0
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2012,0
Colombia,COL,2013,0
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0
Colombia,COL,2018,0.029824190526000004
Colombia,COL,2019,0.304739688236
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0
Croatia,HRV,2005,0
Croatia,HRV,2006,0
Croatia,HRV,2007,0
Croatia,HRV,2008,0
Croatia,HRV,2009,0.000043192534554000005
Croatia,HRV,2010,0.000042927534342000006
Croatia,HRV,2011,0.000042665867466000005
Croatia,HRV,2012,0.005151531899
Croatia,HRV,2013,0.02891530091
Croatia,HRV,2014,0.089072015702
Croatia,HRV,2015,0.144196504246
Croatia,HRV,2016,0.16597652167
Croatia,HRV,2017,0.1967501574
Croatia,HRV,2018,0.186155148924
Croatia,HRV,2019,0.19415348865600002
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.0010828036440200001
Cyprus,CYP,2005,0.0015224706624200003
Cyprus,CYP,2006,0.00267830492042
Cyprus,CYP,2007,0.0046032814604
Cyprus,CYP,2008,0.0079192563354
Cyprus,CYP,2009,0.010493841728400002
Cyprus,CYP,2010,0.018251542379
Cyprus,CYP,2011,0.031097524878
Cyprus,CYP,2012,0.056666712
Cyprus,CYP,2013,0.12033148515400001
Cyprus,CYP,2014,0.21275461464800002
Cyprus,CYP,2015,0.32041747855600006
Cyprus,CYP,2016,0.36700168249000004
Cyprus,CYP,2017,0.43005034404000003
Cyprus,CYP,2018,0.476770936972
Cyprus,CYP,2019,0.533994038306
Czech Republic,CZE,1965,0
Czech Republic,CZE,1966,0
Czech Republic,CZE,1967,0
Czech Republic,CZE,1968,0
Czech Republic,CZE,1969,0
Czech Republic,CZE,1970,0
Czech Republic,CZE,1971,0
Czech Republic,CZE,1972,0
Czech Republic,CZE,1973,0
Czech Republic,CZE,1974,0
Czech Republic,CZE,1975,0
Czech Republic,CZE,1976,0
Czech Republic,CZE,1977,0
Czech Republic,CZE,1978,0
Czech Republic,CZE,1979,0
Czech Republic,CZE,1980,0
Czech Republic,CZE,1981,0
Czech Republic,CZE,1982,0
Czech Republic,CZE,1983,0
Czech Republic,CZE,1984,0
Czech Republic,CZE,1985,0
Czech Republic,CZE,1986,0
Czech Republic,CZE,1987,0
Czech Republic,CZE,1988,0
