Entity,Code,Year,Wind (TWh – sub method)
Austria,AUT,1997,0.055555600000000004
Austria,AUT,1998,0.1250001
Austria,AUT,1999,0.14166678
Austria,AUT,2000,0.18611126000000003
Austria,AUT,2001,0.47467565751800006
Austria,AUT,2002,0.556613223068
Austria,AUT,2003,0.99711607547
Austria,AUT,2004,2.5012758899080003
Austria,AUT,2005,3.5809686981060005
Austria,AUT,2006,4.6851423592220005
Austria,AUT,2007,5.411276829018001
Austria,AUT,2008,5.309224247376001
Austria,AUT,2009,5.126344101072
Austria,AUT,2010,5.381374582874001
Austria,AUT,2011,5.017689569704001
Austria,AUT,2012,6.341595073272
Austria,AUT,2013,8.073038958426
Austria,AUT,2014,9.787141996373999
Austria,AUT,2015,12.244925351488
Austria,AUT,2016,13.164544698294002
Austria,AUT,2017,16.4287909208
Austria,AUT,2018,14.987921434772002
Austria,AUT,2019,18.411854729472
Azerbaijan,AZE,1985,0
Azerbaijan,AZE,1986,0
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,0
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0.0055092544074
Azerbaijan,AZE,2010,0.0013036815984999999
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.0020481933052199997
Azerbaijan,AZE,2014,0.005853310238200001
Azerbaijan,AZE,2015,0.0116369259762
Azerbaijan,AZE,2016,0.05733726809200001
Azerbaijan,AZE,2017,0.05525004420000001
Azerbaijan,AZE,2018,0.20429849677200002
Azerbaijan,AZE,2019,0.33340887783800005
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0
Bangladesh,BGD,2003,0
Bangladesh,BGD,2004,0
Bangladesh,BGD,2005,0
Bangladesh,BGD,2006,0.0042767256436
Bangladesh,BGD,2007,0.0042500034
Bangladesh,BGD,2008,0.007655283902000001
Bangladesh,BGD,2009,0.0133796495926
Bangladesh,BGD,2010,0.0132975661936
Bangladesh,BGD,2011,0.013216482795400001
Bangladesh,BGD,2012,0.0131363716202
Bangladesh,BGD,2013,0.0130085937402
Bangladesh,BGD,2014,0.012930704789000002
Bangladesh,BGD,2015,0.012853732505200001
Bangladesh,BGD,2016,0.0127776768888
Bangladesh,BGD,2017,0.012702510162
Bangladesh,BGD,2018,0.0126282323248
Bangladesh,BGD,2019,0.012581676732
Belarus,BLR,1985,0
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0.0027343521874800005
Belarus,BLR,2005,0.00268987437412
Belarus,BLR,2006,0.00267295769392
Belarus,BLR,2007,0.0026562521250000004
Belarus,BLR,2008,0.00263975488958
Belarus,BLR,2009,0.00262345765432
Belarus,BLR,2010,0.0026073631969999998
Belarus,BLR,2011,0.010365869403800002
Belarus,BLR,2012,0.015454567919200001
Belarus,BLR,2013,0.020481933052200002
Belarus,BLR,2014,0.0229042127678
Belarus,BLR,2015,0.09866091226200001
Belarus,BLR,2016,0.183580146864
Belarus,BLR,2017,0.24250019400000003
Belarus,BLR,2018,0.24605269684199998
Belarus,BLR,2019,0.26333159955400004
Belgium,BEL,1965,0
Belgium,BEL,1966,0
Belgium,BEL,1967,0
Belgium,BEL,1968,0
Belgium,BEL,1969,0
Belgium,BEL,1970,0
Belgium,BEL,1971,0
Belgium,BEL,1972,0
Belgium,BEL,1973,0
Belgium,BEL,1974,0
Belgium,BEL,1975,0
Belgium,BEL,1976,0
Belgium,BEL,1977,0
Belgium,BEL,1978,0
Belgium,BEL,1979,0
Belgium,BEL,1980,0
Belgium,BEL,1981,0
Belgium,BEL,1982,0
Belgium,BEL,1983,0
Belgium,BEL,1984,0
Belgium,BEL,1985,0
Belgium,BEL,1986,0
Belgium,BEL,1987,0.01666668
Belgium,BEL,1988,0.022222240000000004
Belgium,BEL,1989,0.01944446
Belgium,BEL,1990,0.01944446
Belgium,BEL,1991,0.022222240000000004
Belgium,BEL,1992,0.025000020000000005
Belgium,BEL,1993,0.022222240000000004
Belgium,BEL,1994,0.025000020000000005
Belgium,BEL,1995,0.025000020000000005
Belgium,BEL,1996,0.022222240000000004
Belgium,BEL,1997,0.022222240000000004
Belgium,BEL,1998,0.030555580000000002
Belgium,BEL,1999,0.03611114000000001
Belgium,BEL,2000,0.04444448000000001
Belgium,BEL,2001,0.102110359466
Belgium,BEL,2002,0.15629040281
Belgium,BEL,2003,0.239743802906
Belgium,BEL,2004,0.38439530751600004
Belgium,BEL,2005,0.61060187737
Belgium,BEL,2006,0.9783027270860001
Belgium,BEL,2007,1.3042199322640002
Belgium,BEL,2008,1.681523011884
Belgium,BEL,2009,2.6129651459259997
Belgium,BEL,2010,3.368714361636
Belgium,BEL,2011,5.991468126504
Belgium,BEL,2012,7.085914835394
Belgium,BEL,2013,9.383290562182
Belgium,BEL,2014,11.745533285308001
Belgium,BEL,2015,14.100904058492
Belgium,BEL,2016,13.674700384196
Belgium,BEL,2017,16.2842630274
Belgium,BEL,2018,18.552631786538
Belgium,BEL,2019,23.60390221644
Brazil,BRA,1965,0
Brazil,BRA,1966,0
Brazil,BRA,1967,0
Brazil,BRA,1968,0
Brazil,BRA,1969,0
Brazil,BRA,1970,0
Brazil,BRA,1971,0
Brazil,BRA,1972,0
Brazil,BRA,1973,0
Brazil,BRA,1974,0
Brazil,BRA,1975,0
Brazil,BRA,1976,0
Brazil,BRA,1977,0
Brazil,BRA,1978,0
Brazil,BRA,1979,0
Brazil,BRA,1980,0
Brazil,BRA,1981,0
Brazil,BRA,1982,0
Brazil,BRA,1983,0
Brazil,BRA,1984,0
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0.005555560000000001
Brazil,BRA,1997,0.011111120000000002
Brazil,BRA,1998,0.013888900000000001
Brazil,BRA,1999,0.005555560000000001
Brazil,BRA,2000,0.0027777800000000005
Brazil,BRA,2001,0.09631507705200001
Brazil,BRA,2002,0.16725818936200001
Brazil,BRA,2003,0.16618596628200002
Brazil,BRA,2004,0.16512763210200002
Brazil,BRA,2005,0.24988936657800004
Brazil,BRA,2006,0.633491062348
Brazil,BRA,2007,1.760515575078
Brazil,BRA,2008,3.122828609372
Brazil,BRA,2009,3.2478420427160004
Brazil,BRA,2010,5.675078984504001
Brazil,BRA,2011,7.009315607448001
Brazil,BRA,2012,13.007586239394
Brazil,BRA,2013,16.83580652419
Brazil,BRA,2014,31.074018748084004
Brazil,BRA,2015,54.707921266302
Brazil,BRA,2016,84.217644874062
Brazil,BRA,2017,105.933230302072
Brazil,BRA,2018,120.47924860554399
Brazil,BRA,2019,138.255201992962
Bulgaria,BGR,1965,0
Bulgaria,BGR,1966,0
Bulgaria,BGR,1967,0
Bulgaria,BGR,1968,0
Bulgaria,BGR,1969,0
Bulgaria,BGR,1970,0
Bulgaria,BGR,1971,0
Bulgaria,BGR,1972,0
Bulgaria,BGR,1973,0
Bulgaria,BGR,1974,0
Bulgaria,BGR,1975,0
Bulgaria,BGR,1976,0
Bulgaria,BGR,1977,0
Bulgaria,BGR,1978,0
Bulgaria,BGR,1979,0
Bulgaria,BGR,1980,0
Bulgaria,BGR,1981,0
Bulgaria,BGR,1982,0
Bulgaria,BGR,1983,0
Bulgaria,BGR,1984,0
Bulgaria,BGR,1985,0
Bulgaria,BGR,1986,0
Bulgaria,BGR,1987,0
Bulgaria,BGR,1988,0
Bulgaria,BGR,1989,0
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0.0027070077211599998
Bulgaria,BGR,2005,0.013449371870600002
Bulgaria,BGR,2006,0.053459209433999996
Bulgaria,BGR,2007,0.12484398876400002
Bulgaria,BGR,2008,0.322049979862
Bulgaria,BGR,2009,0.621759664074
Bulgaria,BGR,2010,1.7756150316020003
Bulgaria,BGR,2011,2.231251785
Bulgaria,BGR,2012,3.1450025160000004
Bulgaria,BGR,2013,3.5177739253280005
Bulgaria,BGR,2014,3.387278265376
Bulgaria,BGR,2015,3.6732171052380007
Bulgaria,BGR,2016,3.5835828668640004
Bulgaria,BGR,2017,3.760163008128001
Bulgaria,BGR,2018,3.2760392874960003
Bulgaria,BGR,2019,3.236883978394
Canada,CAN,1965,0
Canada,CAN,1966,0
Canada,CAN,1967,0
Canada,CAN,1968,0
Canada,CAN,1969,0
Canada,CAN,1970,0
Canada,CAN,1971,0
Canada,CAN,1972,0
Canada,CAN,1973,0
Canada,CAN,1974,0
Canada,CAN,1975,0
Canada,CAN,1976,0
Canada,CAN,1977,0
Canada,CAN,1978,0
Canada,CAN,1979,0
Canada,CAN,1980,0
Canada,CAN,1981,0
Canada,CAN,1982,0
Canada,CAN,1983,0
Canada,CAN,1984,0
Canada,CAN,1985,0.0027777800000000005
Canada,CAN,1986,0.0027777800000000005
Canada,CAN,1987,0.0027777800000000005
Canada,CAN,1988,0.0027777800000000005
Canada,CAN,1989,0.0027777800000000005
Canada,CAN,1990,0.005331087598200001
Canada,CAN,1991,0.005331087598200001
Canada,CAN,1992,0.16388902000000002
Canada,CAN,1993,0.16388902000000002
Canada,CAN,1994,0.16388902000000002
Canada,CAN,1995,0.16388902000000002
Canada,CAN,1996,0.17222236000000002
Canada,CAN,1997,0.17222236000000002
Canada,CAN,1998,0.17222236000000002
Canada,CAN,1999,0.45000036
Canada,CAN,2000,0.7333339200000001
Canada,CAN,2001,0.9079551708079999
Canada,CAN,2002,1.1104847772760003
Canada,CAN,2003,1.8798092816240002
Canada,CAN,2004,2.558123157608
Canada,CAN,2005,4.174686950858001
Canada,CAN,2006,6.543401345828
Canada,CAN,2007,7.908209659896001
Canada,CAN,2008,10.0007441117
Canada,CAN,2009,17.424099772602002
Canada,CAN,2010,22.747144308812004
Canada,CAN,2011,26.403337233764002
Canada,CAN,2012,29.135673864076
Canada,CAN,2013,28.535043661350002
Canada,CAN,2014,32.618317205744006
Canada,CAN,2015,68.218602908172
Canada,CAN,2016,77.79044556564001
Canada,CAN,2017,78.78410080500801
Canada,CAN,2018,82.48086459575
Canada,CAN,2019,84.61762547182401
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0.019318209899000002
Chile,CHL,2002,0.019193570910400002
Chile,CHL,2003,0.0190705152564
Chile,CHL,2004,0.0135350386058
Chile,CHL,2005,0.018829126174400003
Chile,CHL,2006,0.018710709413000005
Chile,CHL,2007,0.029750023800000004
Chile,CHL,2008,0.10063563606400003
Chile,CHL,2009,0.20729044361
Chile,CHL,2010,0.848243178594
Chile,CHL,2011,0.87486736656
Chile,CHL,2012,1.0519077859700001
Chile,CHL,2013,1.3955258386420002
Chile,CHL,2014,3.6726140492
Chile,CHL,2015,5.349560390756
Chile,CHL,2016,6.165873266028001
Chile,CHL,2017,9.063905584452002
Chile,CHL,2018,8.917289356048002
Chile,CHL,2019,13.124434943984001
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.005611671156000001
China,CHN,1991,0.025252547979800002
China,CHN,1992,0.36475890291800006
China,CHN,1993,0.589226026936
China,CHN,1994,1.066218630752
China,CHN,1995,1.711561369248
China,CHN,1996,0.260942986532
China,CHN,1997,0.549944328844
China,CHN,1998,0.987655234568
China,CHN,1999,1.315938274972
China,CHN,2000,1.63860964422
China,CHN,2001,1.984784365604
China,CHN,2002,2.296026559042
China,CHN,2003,2.716105506216
China,CHN,2004,3.458955267162
China,CHN,2005,5.234660854392001
China,CHN,2006,9.921534603888
China,CHN,2007,14.554383587942002
China,CHN,2008,34.580772942374004
China,CHN,2009,72.44681156851401
China,CHN,2010,128.80279331993
China,CHN,2011,192.02759251084
China,CHN,2012,265.43178956748403
China,CHN,2013,353.98978096937606
China,CHN,2014,406.5820469320441
China,CHN,2015,469.50253032394596
China,CHN,2016,605.714759849198
China,CHN,2017,761.5006092000001
China,CHN,2018,909.152773988304
China,CHN,2019,1004.6018322919341
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0.14073733481200001
Colombia,COL,2005,0.133095106476
Colombia,COL,2006,0.168346523566
Colombia,COL,2007,0.132522883796
Colombia,COL,2008,0.14233066942000003
Colombia,COL,2009,0.15139401000400002
Colombia,COL,2010,0.100565913786
Colombia,COL,2011,0.106954807786
Colombia,COL,2012,0.14129261303400004
Colombia,COL,2013,0.14753345136
Colombia,COL,2014,0.178729865206
Colombia,COL,2015,0.17297874949400002
Colombia,COL,2016,0.127971213488
Colombia,COL,2017,0.0076785616984000014
Colombia,COL,2018,0.137782610226
Colombia,COL,2019,0.14742622905200004
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0.0054140043312
Croatia,HRV,2005,0.026898743741200003
Croatia,HRV,2006,0.05078615174000001
Croatia,HRV,2007,0.09296896326400002
Croatia,HRV,2008,0.10559008447200001
Croatia,HRV,2009,0.14166678
Croatia,HRV,2010,0.362423623272
Croatia,HRV,2011,0.520884583374
Croatia,HRV,2012,0.8474248446060001
Croatia,HRV,2013,1.32364550336
Croatia,HRV,2014,1.8577859306720002
Croatia,HRV,2015,2.013692166508
Croatia,HRV,2016,2.55000204
Croatia,HRV,2017,3.010002408
Croatia,HRV,2018,3.3189793218480004
Croatia,HRV,2019,3.5648886852420003
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.0009609868799
Cyprus,CYP,2005,0.0009549063194799999
Cyprus,CYP,2006,0.0009489007591200002
Cyprus,CYP,2007,0.0009456257565000001
Cyprus,CYP,2008,0.00093975352958
Cyprus,CYP,2009,0.00093395074716
Cyprus,CYP,2010,0.08082839799600001
Cyprus,CYP,2011,0.29542718078600005
Cyprus,CYP,2012,0.47651565899000004
Cyprus,CYP,2013,0.591416028688
Cyprus,CYP,2014,0.46800926329600007
Cyprus,CYP,2015,0.5612457267740001
