Entity,Code,Year,Renewables (TWh – sub method)
Belgium,BEL,1981,1.8666681600000001
Belgium,BEL,1982,1.05277862
Belgium,BEL,1983,0.9944452400000001
Belgium,BEL,1984,1.0416675
Belgium,BEL,1985,0.9444452
Belgium,BEL,1986,1.28333436
Belgium,BEL,1987,1.6027790599999998
Belgium,BEL,1988,1.5194456600000001
Belgium,BEL,1989,1.3972233400000003
Belgium,BEL,1990,1.5416679000000002
Belgium,BEL,1991,1.4888900800000002
Belgium,BEL,1992,1.71389026
Belgium,BEL,1993,1.40833446
Belgium,BEL,1994,1.6666680000000003
Belgium,BEL,1995,1.85555704
Belgium,BEL,1996,1.5583345800000001
Belgium,BEL,1997,1.6333346400000002
Belgium,BEL,1998,2.10833502
Belgium,BEL,1999,2.3611130000000005
Belgium,BEL,2000,2.90000232
Belgium,BEL,2001,2.9667232067100002
Belgium,BEL,2002,3.120324996258
Belgium,BEL,2003,3.2474384312819997
Belgium,BEL,2004,4.05239191413316
Belgium,BEL,2005,5.66487801523212
Belgium,BEL,2006,7.8905722291194005
Belgium,BEL,2007,9.259695185528
Belgium,BEL,2008,11.662431552160001
Belgium,BEL,2009,15.806502513803009
Belgium,BEL,2010,21.1047321893278
Belgium,BEL,2011,25.8332020415451
Belgium,BEL,2012,31.01161335371528
Belgium,BEL,2013,33.91513719875472
Belgium,BEL,2014,36.0508853129074
Belgium,BEL,2015,39.7368943589345
Belgium,BEL,2016,41.17352803879609
Belgium,BEL,2017,45.18251919320866
Belgium,BEL,2018,48.09553467084141
Belgium,BEL,2019,52.27345757151039
Brazil,BRA,1965,70.8750567
Brazil,BRA,1966,77.51672868
Brazil,BRA,1967,81.08062042
Brazil,BRA,1968,84.861179
Brazil,BRA,1969,90.81118376
Brazil,BRA,1970,111.98812153486999
Brazil,BRA,1971,121.75675101643401
Brazil,BRA,1972,142.77114255015601
Brazil,BRA,1973,162.89124253511199
Brazil,BRA,1974,184.622791587004
Brazil,BRA,1975,203.20621145372803
Brazil,BRA,1976,232.71501311630598
Brazil,BRA,1977,262.76922549299
Brazil,BRA,1978,289.10563156209804
Brazil,BRA,1979,328.766983568932
Brazil,BRA,1980,363.09059130557404
Brazil,BRA,1981,368.440913919162
Brazil,BRA,1982,398.08496985661003
Brazil,BRA,1983,429.0543849099
Brazil,BRA,1984,470.680040154842
Brazil,BRA,1985,504.00630764916804
Brazil,BRA,1986,515.5918913620721
Brazil,BRA,1987,525.460690645994
Brazil,BRA,1988,562.313738183964
Brazil,BRA,1989,578.0370243736941
Brazil,BRA,1990,653.0035014579388
Brazil,BRA,1991,687.0501237785484
Brazil,BRA,1992,703.5539937038558
Brazil,BRA,1993,739.2405910308886
Brazil,BRA,1994,766.4115328231803
Brazil,BRA,1995,800.7236083561521
Brazil,BRA,1996,840.1846998138889
Brazil,BRA,1997,875.7933652452429
Brazil,BRA,1998,909.3811783099163
Brazil,BRA,1999,916.2260913413979
Brazil,BRA,2000,935.0765136161681
Brazil,BRA,2001,828.2611847473066
Brazil,BRA,2002,885.028806078034
Brazil,BRA,2003,933.9715037877165
Brazil,BRA,2004,979.0372631736285
Brazil,BRA,2005,1027.528512716597
Brazil,BRA,2006,1050.0468848979472
Brazil,BRA,2007,1150.5049540976715
Brazil,BRA,2008,1174.0488891828045
Brazil,BRA,2009,1245.797703498477
Brazil,BRA,2010,1307.6143739795514
Brazil,BRA,2011,1354.017808546714
Brazil,BRA,2012,1319.1198213700131
Brazil,BRA,2013,1292.24984743794
Brazil,BRA,2014,1288.3068990891393
Brazil,BRA,2015,1312.7947021793661
Brazil,BRA,2016,1372.8342724887616
Brazil,BRA,2017,1378.9465482674673
Brazil,BRA,2018,1476.0141735603945
Brazil,BRA,2019,1550.9990301871203
Bulgaria,BGR,1965,5.555560000000001
Bulgaria,BGR,1966,5.583337800000001
Bulgaria,BGR,1967,5.61667116
Bulgaria,BGR,1968,3.6250029000000006
Bulgaria,BGR,1969,5.108337420000001
Bulgaria,BGR,1970,5.97778256
Bulgaria,BGR,1971,6.027782600000001
Bulgaria,BGR,1972,5.819449100000001
Bulgaria,BGR,1973,7.1388946
Bulgaria,BGR,1974,5.7777824
Bulgaria,BGR,1975,6.81389434
Bulgaria,BGR,1976,8.20556212
Bulgaria,BGR,1977,9.80278562
Bulgaria,BGR,1978,8.08056202
Bulgaria,BGR,1979,9.19722958
Bulgaria,BGR,1980,10.313897140000002
Bulgaria,BGR,1981,10.050008040000002
Bulgaria,BGR,1982,8.472229
Bulgaria,BGR,1983,9.313896340000001
Bulgaria,BGR,1984,9.0555628
Bulgaria,BGR,1985,6.21389386
Bulgaria,BGR,1986,6.461116280000001
Bulgaria,BGR,1987,7.0472278600000005
Bulgaria,BGR,1988,7.211116880000001
Bulgaria,BGR,1989,7.4750059800000015
Bulgaria,BGR,1990,5.216670840000001
Bulgaria,BGR,1991,6.780560980000001
Bulgaria,BGR,1992,5.7305601400000015
Bulgaria,BGR,1993,5.39444876
Bulgaria,BGR,1994,4.0777810400000005
Bulgaria,BGR,1995,6.42778292
Bulgaria,BGR,1996,8.10833982
Bulgaria,BGR,1997,7.6500061200000005
Bulgaria,BGR,1998,8.60278466
Bulgaria,BGR,1999,7.647228340000002
Bulgaria,BGR,2000,7.425005940000001
Bulgaria,BGR,2001,4.793672723824001
Bulgaria,BGR,2002,6.0158112015339995
Bulgaria,BGR,2003,8.252089935
Bulgaria,BGR,2004,8.57850997946916
Bulgaria,BGR,2005,11.679439815766601
Bulgaria,BGR,2006,11.381455771824003
Bulgaria,BGR,2007,7.758912596014
Bulgaria,BGR,2008,7.8189504218220005
Bulgaria,BGR,2009,9.754019997654202
Bulgaria,BGR,2010,15.091423462018001
Bulgaria,BGR,2011,10.197416769038
Bulgaria,BGR,2012,13.721071532404002
Bulgaria,BGR,2013,17.734068631688
Bulgaria,BGR,2014,18.803826987494
Bulgaria,BGR,2015,22.176378574422003
Bulgaria,BGR,2016,17.871677075108
Bulgaria,BGR,2017,15.327794762226
Bulgaria,BGR,2018,23.113566268616
Bulgaria,BGR,2019,19.100660280516
Canada,CAN,1965,328.02248464
Canada,CAN,1966,363.88918000000007
Canada,CAN,1967,372.01140872
Canada,CAN,1968,378.333636
Canada,CAN,1969,418.43922363999997
Canada,CAN,1970,439.2697958600001
Canada,CAN,1971,451.28091658000005
Canada,CAN,1972,504.5531814200001
Canada,CAN,1973,540.70598812
Canada,CAN,1974,585.1865792600001
Canada,CAN,1975,562.4171166000001
Canada,CAN,1976,592.76714088
Canada,CAN,1977,614.48938048
Canada,CAN,1978,656.6283030800001
Canada,CAN,1979,681.85054548
Canada,CAN,1980,701.2450054399999
Canada,CAN,1981,744.2033731399999
Canada,CAN,1982,722.03946652
Canada,CAN,1983,744.54781786
Canada,CAN,1984,801.2784188
Canada,CAN,1985,848.1201229400001
Canada,CAN,1986,868.0590277800001
Canada,CAN,1987,884.7757078200001
Canada,CAN,1988,860.89235538
Canada,CAN,1989,816.466609839432
Canada,CAN,1990,832.3318947260942
Canada,CAN,1991,864.61711138758
Canada,CAN,1992,888.0582302515714
Canada,CAN,1993,908.5894786210014
Canada,CAN,1994,926.8052787491855
Canada,CAN,1995,947.946431162094
Canada,CAN,1996,1006.0799277521871
Canada,CAN,1997,991.4363155650847
Canada,CAN,1998,944.2487673428542
Canada,CAN,1999,983.6652152648761
Canada,CAN,2000,1016.5495387945361
Canada,CAN,2001,942.5672921087861
Canada,CAN,2002,986.4079127368101
Canada,CAN,2003,943.3630333009341
Canada,CAN,2004,945.184920591776
Canada,CAN,2005,1002.4641158595401
Canada,CAN,2006,978.8381808726962
Canada,CAN,2007,1014.5834651355672
Canada,CAN,2008,1036.0600483890425
Canada,CAN,2009,1017.9427430118761
Canada,CAN,2010,976.2531759435826
Canada,CAN,2011,1043.3474557689635
Canada,CAN,2012,1056.9446988217494
Canada,CAN,2013,1083.8879640124553
Canada,CAN,2014,1057.682377673003
Canada,CAN,2015,1088.4537969040075
Canada,CAN,2016,1104.9265191988413
Canada,CAN,2017,1123.138315129378
Canada,CAN,2018,1098.9149012478845
Canada,CAN,2019,1091.2471037636515
Chile,CHL,1965,10.98334212
Chile,CHL,1966,11.57778704
Chile,CHL,1967,11.819453900000001
Chile,CHL,1968,9.9027857
Chile,CHL,1969,11.17778672
Chile,CHL,1970,11.96389846
Chile,CHL,1971,13.541677500000002
Chile,CHL,1972,16.07501286
Chile,CHL,1973,15.683345880000001
Chile,CHL,1974,17.805569800000004
Chile,CHL,1975,17.88612542
Chile,CHL,1976,18.53334816
Chile,CHL,1977,19.58057122
Chile,CHL,1978,20.39446076
Chile,CHL,1979,20.950016759999997
Chile,CHL,1980,22.155573280000002
Chile,CHL,1981,22.944462800000004
Chile,CHL,1982,25.14168678
Chile,CHL,1983,27.28057738
Chile,CHL,1984,28.26668928
Chile,CHL,1985,31.2916917
Chile,CHL,1986,33.6389158
Chile,CHL,1987,36.37225132
Chile,CHL,1988,35.7916953
Chile,CHL,1989,30.177801920000004
Chile,CHL,1990,27.512322009840002
Chile,CHL,1991,39.35740370812
Chile,CHL,1992,51.34212440700001
Chile,CHL,1993,52.68704492738
Chile,CHL,1994,52.14301949216001
Chile,CHL,1995,56.368764539420006
Chile,CHL,1996,51.698563581040005
Chile,CHL,1997,57.46156819144001
Chile,CHL,1998,47.495190773900006
Chile,CHL,1999,41.74170006000001
Chile,CHL,2000,56.82226768
Chile,CHL,2001,64.495181457215
Chile,CHL,2002,68.4798936172044
Chile,CHL,2003,66.21559763910241
Chile,CHL,2004,62.2756473482558
Chile,CHL,2005,73.6286188472924
Chile,CHL,2006,79.26136077014901
Chile,CHL,2007,66.51802265882
Chile,CHL,2008,73.62930445895199
Chile,CHL,2009,75.162114018532
Chile,CHL,2010,66.480684295616
Chile,CHL,2011,65.206524109622
Chile,CHL,2012,68.39652870051252
Chile,CHL,2013,70.03557250063541
Chile,CHL,2014,76.18648650469599
Chile,CHL,2015,82.62812332466801
Chile,CHL,2016,79.00239792409002
Chile,CHL,2017,90.74144425976402
Chile,CHL,2018,102.47388670126601
Chile,CHL,2019,105.10402352759603
China,CHN,1965,61.380604659999996
China,CHN,1966,62.460903302016
China,CHN,1967,53.843066407752
China,CHN,1968,63.5289258231
China,CHN,1969,64.609224465116
China,CHN,1970,66.76982174914801
China,CHN,1971,80.764599611628
China,CHN,1972,91.53075766899201
China,CHN,1973,102.29691572635602
China,CHN,1974,115.76382038876001
China,CHN,1975,121.14076135697601
China,CHN,1976,122.76120931999999
China,CHN,1977,128.15042640914803
China,CHN,1978,120.072738835892
China,CHN,1979,134.877740679884
China,CHN,1980,161.725617158168
China,CHN,1981,181.98121669596802
China,CHN,1982,206.70532425301602
China,CHN,1983,240.047268704328
China,CHN,1984,241.152119588208
China,CHN,1985,256.63230808346003
China,CHN,1986,262.635331219208
China,CHN,1987,277.84544505395604
China,CHN,1988,303.24473926226403
China,CHN,1989,328.91410813107603
China,CHN,1990,352.25581735998395
China,CHN,1991,346.5670620034278
China,CHN,1992,363.70415346309005
China,CHN,1993,422.720576509524
China,CHN,1994,467.43872783957204
China,CHN,1995,539.492547149248
China,CHN,1996,526.683586346532
China,CHN,1997,552.530941468844
China,CHN,1998,560.388102754568
China,CHN,1999,554.4191585349721
China,CHN,2000,626.5529984642201
China,CHN,2001,774.8069872003716
China,CHN,2002,799.4489047766679
China,CHN,2003,784.263837787235
China,CHN,2004,973.1106462462276
China,CHN,2005,1096.0473226232677
China,CHN,2006,1204.5847941726201
China,CHN,2007,1343.6280646627033
China,CHN,2008,1772.0142574574943
China,CHN,2009,1760.8287664507752
China,CHN,2010,2068.339613470367
China,CHN,2011,2074.6004531318126
China,CHN,2012,2599.126525916224
China,CHN,2013,2827.692500652191
